time,Average speed (km/h),Barometric pressure (kPa),Calculated boost (bar),Calculated engine load value (%),Distance travelled (km),Distance travelled (total) (km),Engine coolant temperature (℃),Engine RPM (rpm),Engine RPM x1000 (rpm),Intake manifold absolute pressure (kPa),Long term fuel % trim - Bank 1 (%),OBD Module Voltage (V),Short term fuel % trim - Bank 1 (%),Vehicle acceleration (g),Vehicle speed (km/h)
978,112.118063,101.131512,-0.259950,52.801840,0.031181,13.438309,91.390634,3780.485205,3.780485,75.136487,-1.838829,14.145129,1.782253,-0.097223,112.118063
979,111.716511,101.897369,-0.238128,56.582594,0.031088,13.469397,91.503811,3826.081371,3.826081,78.084601,0.905122,14.251205,0.023673,-0.147358,111.716511
980,111.166197,101.291484,-0.282860,48.995462,0.030956,13.500353,91.173186,3750.067457,3.750067,73.005527,-0.180507,14.173875,-0.469596,-0.201950,111.166197
981,110.541981,101.262268,-0.293399,49.044951,0.030793,13.531146,91.112658,3739.308153,3.739308,71.922373,1.202402,14.076195,-0.785545,-0.229070,110.541981
982,110.020245,101.446157,-0.281794,49.698846,0.030634,13.561780,91.148000,3821.533654,3.821534,73.266757,-0.215182,14.383342,-3.304748,-0.191463,110.020245
983,109.724332,100.927592,-0.294806,49.099816,0.030520,13.592300,91.077868,3629.738365,3.629738,71.446987,1.531727,14.188745,-0.421067,-0.108592,109.724332
984,109.573725,102.039688,-0.271129,50.073064,0.030458,13.622758,91.391928,3707.082501,3.707083,74.926743,0.671165,14.402725,-1.291286,-0.055269,109.573725
985,109.363994,100.963961,-0.249482,52.854859,0.030408,13.653166,92.059729,3672.078992,3.672079,76.015714,-1.381047,14.115260,-0.011951,-0.076966,109.363994
986,109.014955,101.289293,-0.237636,57.655170,0.030330,13.683496,91.882607,3622.419560,3.622420,77.525678,0.231097,14.255967,0.420249,-0.128088,109.014955
987,108.698085,101.331457,-0.279450,50.304793,0.030238,13.713734,92.454004,3613.784649,3.613785,73.386477,1.446577,14.299812,1.109762,-0.116283,108.698085
988,108.667830,101.199303,-0.275913,53.023988,0.030190,13.743924,92.672405,3607.518957,3.607519,73.608030,-1.175554,14.176361,0.974782,-0.011103,108.667830
989,108.962996,101.559841,-0.280071,47.784475,0.030227,13.774150,92.997919,3654.329046,3.654329,73.552724,-2.306775,14.084475,1.260063,0.108318,108.962996
990,109.325264,101.160342,-0.227076,55.967695,0.030318,13.804468,92.420040,3564.769643,3.564770,78.452697,-4.144577,14.468677,0.700603,0.132942,109.325264
991,109.427366,101.474062,-0.257833,53.652079,0.030382,13.834851,92.048709,3785.853104,3.785853,75.690722,-3.553732,14.321949,-2.621144,0.037468,109.427366
992,109.153356,101.480805,-0.269358,53.496150,0.030358,13.865209,91.469575,3766.535597,3.766536,74.544988,-0.065226,14.112151,1.025228,-0.100554,109.153356
993,108.663604,101.747815,-0.278097,52.199776,0.030252,13.895461,91.217874,3660.842801,3.660843,73.938074,-0.270528,14.179754,0.515056,-0.179726,108.663604
994,108.212318,101.608547,-0.273535,52.100575,0.030122,13.925583,91.088036,3603.237364,3.603237,74.255033,-0.129969,14.318472,2.329817,-0.165610,108.212318
995,107.900078,101.173709,-0.275456,51.028644,0.030016,13.955599,90.314637,3739.970810,3.739971,73.628080,1.210121,14.170778,0.506925,-0.114583,107.900078
996,107.614142,101.479765,-0.277174,48.914288,0.029933,13.985531,90.365651,3595.585852,3.595586,73.762413,0.392932,14.253112,-1.118671,-0.104931,107.614142
997,107.200907,101.483273,-0.284136,48.498883,0.029835,14.015367,90.730474,3647.940318,3.647940,73.069703,-0.995615,14.071956,0.160404,-0.151646,107.200907
998,106.649693,101.095521,-0.273882,48.498553,0.029701,14.045068,91.577230,3577.092032,3.577092,73.707342,1.259994,14.148992,1.024192,-0.202280,106.649693
999,106.089494,101.420715,-0.265651,50.797765,0.029547,14.074615,91.268957,3545.458673,3.545459,74.855576,0.220016,13.873502,0.573000,-0.205578,106.089494
1000,105.632986,101.475047,-0.251065,52.042393,0.029406,14.104021,91.281135,3623.180647,3.623181,76.368558,-1.328352,14.442285,-1.680656,-0.167526,105.632986
1001,105.261621,101.610294,-0.289509,48.671529,0.029291,14.133312,91.571461,3515.681459,3.515681,72.659375,-0.550981,14.252632,4.367744,-0.136281,105.261621
1002,104.884241,100.810564,-0.262049,51.435168,0.029187,14.162499,91.454280,3576.696123,3.576696,74.605667,-0.647678,14.235749,-0.741709,-0.138488,104.884241
1003,104.500215,101.378511,-0.292567,47.047694,0.029081,14.191580,92.596212,3568.511883,3.568512,72.121799,-2.059653,14.228816,1.494563,-0.140927,104.500215
1004,104.258929,101.022297,-0.293649,48.330351,0.028994,14.220574,91.740646,3545.815768,3.545816,71.657409,0.220235,14.001799,1.477056,-0.088546,104.258929
1005,104.339913,101.558754,-0.289132,49.715233,0.028972,14.249546,92.183127,3547.872343,3.547872,72.645582,-2.132468,14.197052,0.070610,0.029719,104.339913
1006,104.777615,101.425305,-0.284132,48.250798,0.029044,14.278591,92.140254,3558.513634,3.558514,73.012068,1.379248,14.100524,0.530631,0.160624,104.777615
1007,105.385811,101.695741,-0.299576,47.061470,0.029189,14.307780,92.008998,3582.823667,3.582824,71.738142,-0.495547,14.219131,0.266829,0.223191,105.385811
1008,105.858359,101.073782,-0.263474,49.980625,0.029339,14.337119,92.616616,3568.963616,3.568964,74.726420,-0.392572,14.202919,0.557402,0.173412,105.858359
1009,105.980041,101.741684,-0.270014,49.907135,0.029422,14.366541,92.412435,3552.123168,3.552123,74.740306,2.336807,14.206561,0.866480,0.044654,105.980041
1010,105.754062,101.037478,-0.264806,53.043393,0.029408,14.395949,92.502891,3647.791717,3.647792,74.556847,1.500335,14.270221,0.490366,-0.082928,105.754062
1011,105.333134,101.284465,-0.282604,49.590193,0.029318,14.425267,93.050304,3513.734213,3.513734,73.024111,-1.480435,14.141155,3.051629,-0.154469,105.333134
1012,104.872217,101.674763,-0.269842,50.506678,0.029195,14.454462,93.200575,3560.830826,3.560831,74.690517,0.437254,14.161787,-0.050654,-0.169144,104.872217
1013,104.449000,101.298534,-0.248793,53.556342,0.029072,14.483534,92.756192,3617.266788,3.617267,76.419186,-1.507373,14.274601,-2.447368,-0.155309,104.449000
1014,104.064426,101.185327,-0.273425,51.660482,0.028960,14.512494,93.170143,3571.560700,3.571561,73.842794,0.111787,14.254783,-2.269093,-0.141128,104.064426
1015,103.697643,101.038701,-0.250303,54.051658,0.028856,14.541350,92.652564,3619.194748,3.619195,76.008445,-1.731352,14.230300,-1.675855,-0.134599,103.697643
1016,103.387799,101.206152,-0.278582,48.666375,0.028762,14.570112,92.389172,3518.143231,3.518143,73.347935,-0.213388,14.521995,-0.359652,-0.113704,103.387799
1017,103.235073,100.998849,-0.261419,50.861805,0.028698,14.598810,92.331345,3605.161996,3.605162,74.856951,2.671087,14.047052,-0.160267,-0.056046,103.235073
1018,103.268433,101.848443,-0.254171,51.855086,0.028681,14.627491,92.004760,3570.463279,3.570463,76.431390,-1.478360,13.858025,-3.142587,0.012242,103.268433
1019,103.340466,100.514482,-0.311708,44.106835,0.028696,14.656186,92.921265,3536.886585,3.536887,69.343725,-2.148367,14.186389,4.320372,0.026434,103.340466
1020,103.231142,101.932701,-0.276643,49.010967,0.028691,14.684877,94.019806,3517.964100,3.517964,74.268423,0.406307,14.165934,3.410398,-0.040119,103.231142
1021,102.882244,101.544117,-0.283777,50.312093,0.028627,14.713504,94.640300,3462.534595,3.462535,73.166456,0.835821,14.339316,2.620129,-0.128036,102.882244
1022,102.476139,101.464941,-0.251810,53.920069,0.028522,14.742026,94.853792,3498.763669,3.498764,76.283913,-0.491043,14.022708,0.273051,-0.149030,102.476139
1023,102.261589,101.909208,-0.295360,46.217390,0.028436,14.770462,94.776586,3468.896034,3.468896,72.373177,0.271326,14.133361,1.426764,-0.078734,102.261589
1024,102.332057,101.562304,-0.267697,50.034611,0.028416,14.798877,95.000000,3487.287274,3.487287,74.792634,-1.688136,14.245229,-1.753846,0.025860,102.332057
1025,102.562552,101.250129,-0.264693,51.347220,0.028458,14.827335,95.000000,3466.189716,3.466190,74.780819,-0.885755,14.100826,1.540058,0.084585,102.562552
1026,102.706583,101.446115,-0.270754,53.387874,0.028510,14.855845,94.780124,3425.274815,3.425275,74.370697,-2.106505,14.101027,-4.025793,0.052855,102.706583
1027,102.553998,101.099936,-0.278721,50.906251,0.028508,14.884353,94.396890,3570.225694,3.570226,73.227884,1.032376,14.449451,-3.903793,-0.055994,102.553998
1028,102.072583,101.293893,-0.300613,45.818524,0.028420,14.912773,94.661666,3450.772663,3.450773,71.232587,0.874032,14.494592,0.283299,-0.176666,102.072583
1029,101.441236,101.414608,-0.271712,50.888908,0.028266,14.941039,94.163039,3570.557591,3.570558,74.243454,1.230261,14.158590,-5.880137,-0.231687,101.441236
1030,100.935188,101.439471,-0.242436,54.968948,0.028108,14.969147,93.765038,3472.377851,3.472378,77.195848,-1.026360,14.233794,-0.380662,-0.185706,100.935188
1031,100.750339,101.477995,-0.298721,43.762156,0.028012,14.997159,92.778472,3450.273473,3.450273,71.605894,1.198344,14.059994,2.389683,-0.067835,100.750339
1032,100.894303,100.919488,-0.271691,52.243627,0.028006,15.025165,93.029782,3506.265653,3.506266,73.750430,0.551131,14.136060,-3.089944,0.052831,100.894303
1033,101.195035,100.831016,-0.289635,47.530433,0.028068,15.053233,92.746877,3428.006646,3.428007,71.867520,0.235935,14.270805,3.210579,0.110360,101.195035
1034,101.431674,100.701026,-0.272938,52.126969,0.028143,15.081376,92.257350,3478.753002,3.478753,73.407245,1.059579,14.316501,1.453619,0.086840,101.431674
1035,101.517227,101.390338,-0.297820,48.859919,0.028187,15.109563,92.094028,3447.296858,3.447297,71.608352,1.408970,14.092079,-0.569088,0.031396,101.517227
1036,101.556486,101.267648,-0.307120,46.874830,0.028205,15.137768,92.321866,3440.008953,3.440009,70.555674,-0.643051,13.975658,1.827310,0.014407,101.556486
1037,101.700517,101.257269,-0.275380,50.298894,0.028230,15.165998,92.750876,3464.695429,3.464695,73.719240,-0.034837,14.335611,1.160950,0.052855,101.700517
1038,101.984006,101.234509,-0.275178,48.514831,0.028290,15.194287,93.949024,3536.062228,3.536062,73.716665,0.727610,14.347472,-0.988240,0.104033,101.984006
1039,102.336672,100.763376,-0.288358,51.642858,0.028378,15.222665,93.090078,3443.265040,3.443265,71.927553,1.083920,14.268622,2.009276,0.129418,102.336672
1040,102.685855,101.644872,-0.266882,48.771706,0.028475,15.251140,92.264350,3659.838820,3.659839,74.956712,1.139298,14.013206,0.061263,0.128141,102.685855
1041,102.972099,101.489004,-0.271790,50.860132,0.028564,15.279704,92.484065,3513.387029,3.513387,74.310004,1.586214,14.268702,-4.433753,0.105044,102.972099
1042,103.098012,101.249303,-0.275339,47.175398,0.028621,15.308325,92.562565,3588.689103,3.588689,73.715439,0.284531,14.420315,3.211969,0.046207,103.098012
1043,102.961000,101.393119,-0.261684,52.587646,0.028619,15.336944,92.614898,3536.887024,3.536887,75.224722,2.044225,14.113036,-1.201901,-0.050280,102.961000
1044,102.585840,101.317925,-0.272943,50.757987,0.028548,15.365492,91.828788,3572.050823,3.572051,74.023581,0.412059,14.179283,0.092804,-0.137673,102.585840
1045,102.178605,101.191057,-0.289768,47.042385,0.028440,15.393932,91.468929,3460.697679,3.460698,72.214304,1.860212,14.173143,-2.762004,-0.149444,102.178605
1046,101.997904,101.611277,-0.306070,47.250448,0.028358,15.422290,91.279250,3465.989159,3.465989,71.004231,-1.276375,14.190811,-1.886921,-0.066312,101.997904
1047,102.168966,101.866183,-0.319468,44.832728,0.028357,15.450646,91.230318,3608.848887,3.608849,69.919370,-0.078990,13.990911,-2.147059,0.062775,102.168966
1048,102.620096,101.286616,-0.287484,49.041017,0.028443,15.479089,91.004983,3543.788219,3.543788,72.538242,0.107369,14.068283,0.410769,0.165552,102.620096
1049,103.144503,100.817735,-0.299634,47.237641,0.028578,15.507668,90.297850,3526.909405,3.526909,70.854361,-0.178434,14.240848,-3.161990,0.192443,103.144503
1050,103.521786,100.952182,-0.260081,52.649883,0.028704,15.536371,90.582886,3407.037472,3.407037,74.944057,-2.377270,14.318678,0.158678,0.138453,103.521786
1051,103.659860,101.263514,-0.270585,49.843419,0.028775,15.565146,90.776322,3588.009438,3.588009,74.204975,-1.230402,14.218771,-0.363831,0.050669,103.659860
1052,103.652278,101.196534,-0.266114,50.070084,0.028793,15.593940,91.744891,3532.405010,3.532405,74.585132,-3.356266,14.207674,0.440776,-0.002782,103.652278
1053,103.657663,101.635482,-0.258487,52.315859,0.028793,15.622733,91.485326,3581.574153,3.581574,75.786778,-1.388227,14.058067,2.009846,0.001976,103.657663
1054,103.738607,101.383356,-0.279741,49.820930,0.028805,15.651538,90.350534,3515.351007,3.515351,73.409291,-1.499543,14.421169,0.563527,0.029704,103.738607
1055,103.854700,101.276828,-0.254682,51.757258,0.028832,15.680370,90.564270,3517.723514,3.517724,75.808650,-1.152399,14.035436,-0.120885,0.042603,103.854700
1056,103.964876,101.431417,-0.316014,43.957484,0.028864,15.709234,90.797556,3590.741108,3.590741,69.829989,-2.120220,14.409863,0.103549,0.040432,103.964876
1057,104.061273,101.703642,-0.242895,53.435883,0.028893,15.738127,91.031076,3465.718367,3.465718,77.414178,-0.357111,14.158334,-0.121401,0.035375,104.061273
1058,104.121290,101.047197,-0.277290,48.991120,0.028914,15.767041,91.161160,3555.350072,3.555350,73.318150,-1.002174,14.139668,2.921900,0.022025,104.121290
1059,104.112275,101.369294,-0.269150,51.019900,0.028921,15.795962,91.038334,3567.955208,3.567955,74.454269,-0.104852,14.343686,0.302651,-0.003308,104.112275
1060,104.071545,101.334683,-0.274602,47.470168,0.028914,15.824877,91.776947,3531.031146,3.531031,73.874514,4.778724,14.200060,0.903281,-0.014947,104.071545
1061,104.106581,101.176577,-0.275678,50.382816,0.028914,15.853790,92.750188,3592.616053,3.592616,73.608820,-2.067837,14.333729,0.936960,0.012857,104.106581
1062,104.255532,101.246743,-0.279402,50.263991,0.028939,15.882729,92.770771,3561.756565,3.561757,73.306530,2.028013,14.112301,1.113428,0.054661,104.255532
1063,104.398872,101.193121,-0.292432,47.553793,0.028980,15.911709,92.209689,3682.281085,3.682281,71.949970,-3.454236,14.169783,1.680543,0.052602,104.398872
1064,104.388441,101.205186,-0.263985,51.966022,0.028998,15.940708,93.105805,3510.692996,3.510693,74.806678,-0.413103,14.363011,-3.156851,-0.003828,104.388441
1065,104.217016,100.987457,-0.239363,55.245068,0.028973,15.969680,93.131578,3542.110187,3.542110,77.051122,-0.158812,14.386303,-1.152817,-0.062908,104.217016
1066,103.991598,101.686434,-0.282947,48.323523,0.028918,15.998598,93.414974,3535.503988,3.535504,73.391763,2.238596,14.195864,1.930292,-0.082722,103.991598
1067,103.796754,101.116250,-0.266755,51.448832,0.028859,16.027458,92.443695,3614.652301,3.614652,74.440798,1.326438,14.241638,-1.009450,-0.071502,103.796754
1068,103.668899,101.844608,-0.305522,43.301589,0.028815,16.056273,92.308122,3613.793077,3.613793,71.292403,0.847782,14.141388,-2.410993,-0.046919,103.668899
1069,103.657252,101.379796,-0.267149,50.968886,0.028795,16.085068,92.696506,3489.438039,3.489438,74.664903,-0.474196,14.311776,1.379327,-0.004274,103.657252
1070,103.803119,101.450393,-0.299277,44.945739,0.028814,16.113882,93.202885,3540.095616,3.540096,71.522710,-0.303766,14.230452,-1.876879,0.053529,103.803119
1071,104.056467,101.307324,-0.306437,47.156751,0.028869,16.142751,93.599443,3624.730853,3.624731,70.663616,-0.300942,14.301631,-1.977525,0.092972,104.056467
1072,104.306759,101.662631,-0.290253,50.471033,0.028939,16.171690,92.795700,3686.581672,3.686582,72.637335,2.697480,14.382346,-0.229114,0.091850,104.306759
1073,104.547941,101.126447,-0.258121,50.702357,0.029008,16.200698,93.131845,3578.726970,3.578727,75.314387,-1.229224,14.152820,-0.910661,0.088507,104.547941
1074,104.953249,101.473148,-0.279065,48.220007,0.029097,16.229795,93.185784,3652.701903,3.652702,73.566658,-1.196172,14.102173,1.120976,0.148737,104.953249
1075,105.666833,101.875149,-0.259777,52.955912,0.029253,16.259048,93.204805,3572.805766,3.572806,75.897417,-1.060292,14.207182,1.181661,0.261866,105.666833
1076,106.503473,101.413620,-0.279299,49.798219,0.029468,16.288516,93.423751,3586.127270,3.586127,73.483708,-0.315738,14.193009,2.105665,0.300000,106.503473
1077,106.985295,101.806054,-0.249199,55.920333,0.029651,16.318168,92.423310,3569.793380,3.569793,76.886149,-2.774691,14.228370,-1.863408,0.176815,106.985295
1078,106.783272,101.121666,-0.290808,48.705156,0.029690,16.347858,92.202711,3540.457387,3.540457,72.040855,0.336287,14.192033,-0.971273,-0.074137,106.783272
1079,106.078316,101.418031,-0.259830,52.877288,0.029564,16.377422,92.865248,3614.436194,3.614436,75.435044,-0.123615,14.313749,1.143711,-0.258700,106.078316
1080,105.420935,101.382496,-0.264005,52.313804,0.029375,16.406797,94.060927,3592.958517,3.592959,74.982035,1.884813,14.281422,1.241574,-0.241241,105.420935
1081,105.269131,101.471514,-0.290272,45.507561,0.029263,16.436059,93.594233,3595.590194,3.595590,72.444293,-0.778221,13.841684,-3.144121,-0.055708,105.269131
1082,105.699894,101.558546,-0.303465,46.047963,0.029301,16.465360,93.492327,3597.400061,3.597400,71.212043,2.734044,14.115899,-4.769023,0.158078,105.699894
1083,106.490575,101.161099,-0.268306,53.938458,0.029471,16.494831,93.554993,3521.834710,3.521835,74.330476,-2.647572,14.415115,0.947997,0.290158,106.490575
1084,107.368764,100.998549,-0.267888,49.471739,0.029703,16.524534,93.606117,3542.014527,3.542015,74.209797,1.328557,13.926637,0.157319,0.300000,107.368764
1085,108.169802,101.175699,-0.272587,49.891279,0.029936,16.554470,93.406370,3678.250428,3.678250,73.917018,0.596839,14.582602,0.954618,0.293959,108.169802
1086,108.825080,101.109158,-0.286532,46.166067,0.030138,16.584608,92.677199,3726.428955,3.726429,72.455958,-0.611920,14.182361,-1.848411,0.240469,108.825080
1087,109.288454,101.498351,-0.277949,49.150040,0.030294,16.614902,93.437629,3674.174722,3.674175,73.703451,0.190530,14.369783,2.805087,0.170045,109.288454
1088,109.542398,101.018462,-0.231725,59.123328,0.030393,16.645295,93.320287,3659.608532,3.659609,77.845979,0.175524,14.111481,3.387370,0.093191,109.542398
1089,109.669890,101.455599,-0.256762,53.643393,0.030446,16.675741,93.183630,3645.626368,3.645626,75.779393,-2.530281,14.196547,-0.087854,0.046786,109.669890
1090,109.849206,101.098343,-0.273912,53.078800,0.030489,16.706230,92.827503,3725.305803,3.725306,73.707143,-0.063512,14.186736,-0.529528,0.065804,109.849206
1091,110.228713,101.738412,-0.268229,50.174507,0.030566,16.736796,92.159031,3671.593525,3.671594,74.915476,-3.019036,14.365438,0.303633,0.139268,110.228713
1092,110.800206,101.495611,-0.286927,48.821928,0.030698,16.767495,91.984230,3726.309773,3.726310,72.802925,1.570296,14.135319,-3.101603,0.209722,110.800206
1093,111.401961,101.685694,-0.280354,50.573222,0.030861,16.798356,91.809525,3771.204048,3.771204,73.650343,0.870864,14.045915,3.210997,0.220827,111.401961
1094,111.870284,101.347219,-0.257840,52.719903,0.031010,16.829366,92.138602,3749.188319,3.749188,75.563262,-0.005438,14.394842,2.239573,0.171862,111.870284
1095,112.167899,101.972412,-0.263801,50.826626,0.031116,16.860482,91.517461,3737.168572,3.737169,75.592300,2.225822,14.364740,-0.737351,0.109217,112.167899
1096,112.324502,101.854586,-0.274578,49.041111,0.031180,16.891662,91.858814,3767.514119,3.767514,74.396783,0.559918,14.254033,-0.791585,0.057469,112.324502
1097,112.298966,101.053672,-0.260000,52.329154,0.031198,16.922860,92.459799,3752.032848,3.752033,75.053658,0.283320,14.389971,0.628417,-0.009371,112.298966
1098,111.992140,101.209729,-0.242714,57.225528,0.031152,16.954011,92.338801,3750.781258,3.750781,76.938368,-0.618334,14.373691,1.101140,-0.112597,111.992140
1099,111.390613,100.805008,-0.273741,50.536887,0.031025,16.985037,92.965203,3689.886536,3.689887,73.430867,0.883097,14.224206,-1.285166,-0.220744,111.390613
1100,110.650306,101.245700,-0.280178,50.625396,0.030839,17.015876,93.208554,3766.248394,3.766248,73.227887,0.285541,14.071627,-1.550320,-0.271672,110.650306
1101,110.053509,101.150950,-0.278905,50.111446,0.030653,17.046529,92.570135,3686.638614,3.686639,73.260445,0.494157,14.031895,0.632380,-0.219008,110.053509
1102,109.888325,101.492826,-0.260601,53.582792,0.030547,17.077076,92.435273,3746.140708,3.746141,75.432719,0.332787,14.139184,0.535637,-0.060618,109.888325
1103,110.297911,102.127658,-0.271092,49.894663,0.030581,17.107658,92.256077,3695.244707,3.695245,75.018484,1.913112,14.225295,-1.038259,0.150307,110.297911
1104,111.190757,101.694226,-0.260269,52.470768,0.030762,17.138420,92.273154,3758.100095,3.758100,75.667357,0.554283,14.175890,-0.750161,0.300000,111.190757
1105,112.290144,101.568363,-0.247797,56.567994,0.031039,17.169459,92.011095,3731.472459,3.731472,76.788712,-0.337266,14.115398,1.022775,0.300000,112.290144
1106,113.278337,102.110473,-0.229220,59.627052,0.031329,17.200788,92.139475,3758.523557,3.758524,79.188451,-1.634907,13.925728,0.467941,0.300000,113.278337
1107,113.929042,101.993616,-0.296475,46.477608,0.031557,17.232345,92.132273,3852.180827,3.852181,72.346086,-0.962659,14.284347,-2.257704,0.238791,113.929042
1108,114.175362,101.243956,-0.261064,50.663366,0.031681,17.264026,92.985128,3798.469967,3.798470,75.137583,0.046690,14.296411,-0.927608,0.090393,114.175362
1109,114.123846,101.346028,-0.256896,54.129084,0.031708,17.295734,93.616063,3839.753155,3.839753,75.656396,0.769407,14.479925,3.226262,-0.018905,114.123846
1110,114.005630,101.575355,-0.257375,52.922728,0.031685,17.327419,93.810122,3781.663074,3.781663,75.837877,0.239808,14.256094,-2.274270,-0.043382,114.005630
1111,114.037064,101.611504,-0.261310,51.514158,0.031673,17.359091,93.647576,3785.034209,3.785034,75.480463,-0.846515,14.239405,0.149846,0.011536,114.037064
1112,114.266069,101.214820,-0.260146,53.185382,0.031709,17.390800,93.331513,3757.018360,3.757018,75.200179,-0.993231,14.287350,0.032714,0.084038,114.266069
1113,114.550337,101.063765,-0.271986,49.883481,0.031780,17.422580,92.318022,3900.913533,3.900914,73.865169,0.194318,14.196368,2.245727,0.104319,114.550337
1114,114.692474,100.898296,-0.222156,58.392027,0.031839,17.454419,91.794897,3835.383829,3.835384,78.682652,-0.585984,14.223470,-2.915239,0.052160,114.692474
1115,114.603671,101.258391,-0.228340,56.858303,0.031847,17.486266,91.961196,3821.791619,3.821792,78.424355,1.635537,14.439227,-3.442216,-0.032588,114.603671
1116,114.375426,101.448319,-0.269464,55.287382,0.031803,17.518069,92.055888,3856.472394,3.856472,74.501939,-0.667976,14.017897,0.879639,-0.083760,114.375426
1117,114.225476,101.347387,-0.270267,48.602316,0.031750,17.549819,91.814549,3799.025996,3.799026,74.320669,-0.662752,14.125186,-0.226444,-0.055027,114.225476
1118,114.355758,101.703155,-0.266880,51.177036,0.031747,17.581566,91.832938,3822.496230,3.822496,75.015117,-2.823204,14.254692,-1.047415,0.047810,114.355758
1119,114.825909,101.541093,-0.248263,55.620049,0.031831,17.613397,92.230616,3929.127291,3.929127,76.714820,-0.088963,14.200081,2.653097,0.172532,114.825909
1120,115.535121,101.702470,-0.235213,58.018676,0.031995,17.645392,91.870926,3876.026529,3.876027,78.181151,-1.762011,13.835033,0.057134,0.260261,115.535121
1121,116.290419,101.510802,-0.270973,51.706084,0.032198,17.677590,91.324235,3862.814847,3.862815,74.413456,-1.050018,14.063765,-1.396600,0.277174,116.290419
1122,116.885399,101.287660,-0.274552,49.932206,0.032386,17.709975,90.450286,3898.566690,3.898567,73.832419,3.008573,14.360018,-2.513339,0.218341,116.885399
1123,117.160905,101.121060,-0.253182,54.809377,0.032506,17.742482,90.479390,3879.271960,3.879272,75.802854,-0.452137,14.063797,-0.020643,0.101103,117.160905
1124,117.048327,101.702487,-0.294551,47.422946,0.032529,17.775011,91.612151,3872.004399,3.872004,72.247402,0.697555,14.363626,2.962963,-0.041313,117.048327
1125,116.595421,101.420944,-0.281589,49.990675,0.032451,17.807461,91.611536,3917.853491,3.917853,73.262010,-0.861368,14.112664,-0.498671,-0.166204,116.595421
1126,115.980156,101.359869,-0.248336,56.069565,0.032302,17.839763,91.409803,3812.449968,3.812450,76.526266,2.421773,14.225740,3.904363,-0.225785,115.980156
1127,115.476561,101.511730,-0.254646,52.414777,0.032147,17.871910,90.609095,3744.991036,3.744991,76.047113,0.484638,14.094995,1.339572,-0.184805,115.476561
1128,115.306574,101.370420,-0.240201,54.281167,0.032053,17.903963,90.876969,3856.074795,3.856075,77.350310,2.319863,14.207417,-4.728106,-0.062380,115.306574
1129,115.474051,101.122669,-0.251915,53.720074,0.032053,17.936016,90.734959,3932.644507,3.932645,75.931204,1.769020,14.144759,-0.929802,0.061459,115.474051
1130,115.796730,101.599314,-0.239845,54.871133,0.032121,17.968137,90.611988,3877.870486,3.877870,77.614829,-0.249170,14.031237,0.843891,0.118414,115.796730
1131,116.122755,101.334393,-0.234052,57.632165,0.032211,18.000348,91.281729,3839.765577,3.839766,77.929207,1.028835,14.187810,-1.605970,0.119642,116.122755
1132,116.441485,101.410979,-0.227728,55.765919,0.032301,18.032649,92.160154,3887.137552,3.887138,78.638216,1.176350,14.275482,1.647873,0.116965,116.441485
1133,116.761465,101.404928,-0.280823,51.275196,0.032389,18.065038,91.647195,3846.058118,3.846058,73.322650,-1.830590,14.106347,-1.385735,0.117424,116.761465
1134,116.974164,101.040131,-0.237058,55.881318,0.032463,18.097501,91.439562,3874.685436,3.874685,77.334326,1.500703,14.249941,0.099851,0.078055,116.974164
1135,116.917320,101.547579,-0.241609,56.611281,0.032485,18.129986,91.703234,3967.709386,3.967709,77.386639,1.701060,14.401521,0.665774,-0.020860,116.917320
1136,116.537785,101.081409,-0.275699,51.238047,0.032424,18.162411,91.460072,3821.531129,3.821531,73.511491,1.343164,13.931105,2.609161,-0.139279,116.537785
1137,115.963604,101.704216,-0.239082,55.720903,0.032292,18.194702,90.233906,3950.322103,3.950322,77.796015,0.081750,14.229869,0.573848,-0.210708,115.963604
1138,115.451413,101.438700,-0.224834,58.607981,0.032141,18.226843,90.690502,3884.046590,3.884047,78.955308,-1.041681,14.391369,0.835538,-0.187960,115.451413
1139,115.254718,102.168905,-0.251557,54.680940,0.032043,18.258886,90.498208,3812.976557,3.812977,77.013159,1.582856,14.257027,-3.018022,-0.072182,115.254718
1140,115.461846,101.321033,-0.241407,53.857539,0.032044,18.290930,90.853953,3908.195573,3.908196,77.180322,-0.183038,14.090644,2.238618,0.076010,115.461846
1141,115.917214,101.126733,-0.260624,52.457190,0.032136,18.323066,90.951578,3916.508345,3.916508,75.064358,-1.206740,14.132735,-0.100656,0.167108,115.917214
1142,116.336540,101.653953,-0.253333,54.654146,0.032257,18.355323,91.435658,3753.982928,3.753983,76.320630,1.767813,14.124216,-3.378334,0.153881,116.336540
1143,116.541703,101.189185,-0.275578,49.534284,0.032344,18.387668,91.918667,3934.448412,3.934448,73.631422,-1.827529,14.118233,0.600440,0.075289,116.541703
1144,116.583561,100.417566,-0.256359,53.904471,0.032379,18.420046,92.479704,3896.952910,3.896953,74.781677,-3.104065,14.090427,2.588175,0.015361,116.583561
1145,116.626163,101.076056,-0.228761,56.512188,0.032390,18.452436,92.612035,3899.244572,3.899245,78.199999,0.119273,14.063991,-1.640021,0.015634,116.626163
1146,116.740778,101.085231,-0.255287,56.340361,0.032412,18.484848,92.549632,3873.229566,3.873230,75.556554,2.383053,14.137051,1.674083,0.042061,116.740778
